nctId,briefTitle,eligibilityCriteria,healthyVolunteers,sex,genderBased,minimumAge,maximumAge,stdAges,studyPopulation,samplingMethod
NCT00144404,"Baseline Sexual Function, Cognitive Function, Body Composition and Muscle Parameters and Pharmacokinetics of Transdermal Testosterone Gel in Women With Hypopituitarism","Inclusion Criteria:

* Women age 18-55
* Hypopituitarism with documented central adrenal and gonadal deficiencies. Serum testosterone level of \< 20 ng/dl or free testosterone \<1.5 pg/ml on conjugated equine estrogen replacement
* No other significant medical condition
* Weight between 80 and 150% of ideal body weight
* Able to provide informed consent
* All races and ethnicities
* All patients regardless of marital status and relationship status

Exclusion Criteria:

* Physical disabilities that would prevent them from participating in the study
* Current use of testosterone or other androgenic steroids. Patients who are taking testosterone, DHEA or other androgen precursors will discontinue these medications/supplements three months prior to the study.
* Significant cardiopulmonary disease, renal disease (creatinine \> 1.5 mg/dL), diabetes mellitus, uncontrolled hypertension, malignancy (other than basal cell skin carcinoma) or major psychiatric disease. Patients with depression or anxiety on a stable dose of medication will be allowed to enroll.
* Current abuse of illicit drugs or heavy ethanol use
* History of breast or uterine cancer
* Those with significant liver function abnormalities defined as SGOT, SGPT or alkaline phosphatase value of greater than one and one-half times the upper limit of normal in our Clinical Pathology Laboratory or serum bilirubin levels of greater than 2 mg/dl will be excluded.
* Those with history of hyperandrogenic disorders such as hirsutism and polycystic ovary disease will be excluded. These conditions are rare in women with hypopituitarism. Testosterone administration to these patients may exacerbate the underlying disorder.
* Women who are pregnant, seeking to become pregnant in the next 6 months, or breast feeding
* Those who have previously experienced intolerance to other transdermal systems
* Drugs known to alter testosterone production such as Megace or ketoconazole
* Patients with untreated hyperprolactinemia or active Cushing's disease. Patients with treated prolactinoma or Cushing's disease will be allowed to participate in the study.
* Hematocrit \> 50%
* Male sex
* Not willing to answer all questions on surveys",True,FEMALE,,18 Years,55 Years,['ADULT'],,
NCT00507104,Pituitary Functions After Traumatic Brain Injury (TBI) and/or Subarachnoid Hemorrhage (SAH),"Inclusion Criteria:

* TBI or SAH
* Control group: injury without involvement of the brain/skull

Exclusion Criteria:

* Pregnancy",False,ALL,,15 Years,,"['CHILD', 'ADULT', 'OLDER_ADULT']",,
NCT00852501,Characterization of Receptors in Non-functioning Pituitary Macroadenomas,"Inclusion Criteria:

1. Adults, both males and females age 18 years old or more
2. Pituitary tumor more than 10 mm in diameter diagnosed by MRI
3. No clinical or laboratory evidence of pituitary hormone oversecretion (non-functioning pituitary macroadenoma)

Exclusion Criteria:

1. Subjects with pituitary tumors less than 10 mm in diameter
2. Subjects with clinical or laboratory evidence of hormone oversecretion
3. Presence of dementia",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",All subjects who are diagnosed with a non-functioning pituitary macroadenoma who are scheduled for surgery.,PROBABILITY_SAMPLE
NCT05990491,Pituitary Function After Recovery From Septic Shock Among ICU Survivors,"Inclusion Criteria:

* Patients 18-80 years of age who meet the definition of septic shock.
* Vasopressor requirement should be maintained for a period \> 24 hours and should require ICU stay for a duration of \> 7 days.
* Patient should recover from shock and be planned for discharge from the ICU.

Exclusion Criteria:

* Patients who refuse to provide consent.
* Age \<18 years or \> 80 years of age.
* Pregnancy or immediate post-partum (\< 6 months post-delivery).
* Chronic kidney disease (Stage 5), chronic liver disease (CHILD B or C), severe Chronic obstructive pulmonary disease, Chronic heart failure.
* Patients with pre-existing hypopituitarism on replacement.
* Past history of severe post-partum hemorrhage requiring blood transfusion, traumatic brain injury, subarachnoid hemorrhage, pituitary tumor/surgery, snake bite envenomation and meningo-encephalitis.
* Patients who have been on \> 5 mg prednisolone equivalent for a period of more than 2 weeks at any time in the previous 6 months before admission.",False,ALL,,18 Years,80 Years,"['ADULT', 'OLDER_ADULT']","Consecutive patients admitted to critical care medicine intensive care unit at Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow who meet the inclusion and exclusion criteria",NON_PROBABILITY_SAMPLE
NCT05070091,The Impact of Pituitary-thyroid and Pituitary-adrenal Axes Function on COVID-19 Clinical Course.,"Inclusion Criteria:

* PCR-confirmed COVID-19 infection
* volunteers consenting to participate

Exclusion Criteria:

* no consent",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",Hospitalized patients with PCR-confirmed COVID-19 infection.,PROBABILITY_SAMPLE
NCT02749227,Pasireotide LAR Therapy of Silent Corticotroph Pituitary Tumors,"Inclusion criteria:

Subjects must meet all of the following inclusion criteria to be eligible for enrollment into the study:

1. Adults (males and females) with a diagnosis of a clinically nonfunctioning pituitary tumor of the silent corticotroph tumor type (i.e., positive adrenocorticotropin (ACTH) staining on immunohistochemical staining of the pituitary tumor obtained at surgery)
2. Plasma POMC level \> upper limit of normal
3. Prior pituitary tumor surgery with residual or recurrent pituitary tumor visible on MRI scan that is ≥ 5 mm from the optic chiasm.
4. Surgical resection of the pituitary adenoma must have occurred two or more months prior to enrollment
5. If patients have undergone pituitary radiotherapy they must have completed their course of radiotherapy at least 2 months prior to study screening
6. No prior somatostatin analog therapy
7. No concurrent use of dopamine agonist therapy
8. No active malignancy
9. Stable pituitary hormone supplements (x 2 months) prior to baseline visit
10. Sign and date an informed consent document indicating that the subject has been informed of and agrees to all pertinent aspects of the trial

Exclusion criteria:

Subjects must not meet any of the following exclusion criteria to be eligible for enrollment into the study:

1. Patients with Cushing's disease (biochemical evidence of hypercortisolism)
2. Patients with compression of the optic chiasm causing any visual field defect that requires surgical intervention
3. Diabetic patients with poor glycemic control as evidenced by HbA1c \>8%
4. Patients who are hypothyroid or adrenally insufficient and not on adequate replacement therapy
5. Patients with symptomatic cholelithiasis and acute or chronic pancreatitis
6. Patients with risk factors for torsade de pointes, i.e., patients with a baseline QTcF (Fridericia's Correction Formula value) \>450 ms in males, and \>460 ms in females
7. Hypokalaemia, hypomagnesaemia, uncontrolled hypothyroidism, family history of long QT syndrome or concomitant medications with known risk of Torsades de pointes (TdP). Drugs with possible risk of TdP should be avoided whenever feasible
8. Patients who have congestive heart failure (NYHA Class III or IV), unstable angina, sustained ventricular tachycardia, clinically significant bradycardia, advanced heart block, history of acute myocardial infarction (MI) less than one year prior to study entry or clinically significant impairment in cardiovascular function
9. Concomitant disease(s) that could prolong the QT interval such as autonomic neuropathy (caused by diabetes or Parkinson's disease), HIV, cirrhosis, uncontrolled hypothyroidism or cardiac failure
10. Patients with liver disease such as cirrhosis, chronic active hepatitis, or chronic persistent hepatitis, or patients with alanine aminotransferase (ALT)/aspartate aminotransferase (AST) \> 2.0 X upper limit of normal (ULN), serum bilirubin \>2.0 X ULN
11. Presence of Hepatitis B surface antigen (HbsAg) or Hepatitis C antibody test (anti-HCV)
12. Patients with serum creatinine \>2.0 X ULN
13. Patients with white blood cell (WBC) count \<3 X 109/L; Hb 90% \< lower limit of normal (LLN); platelet (PLT) count \<100 X 109/L
14. Patients with the presence of active or suspected acute or chronic uncontrolled infection
15. Patients who have undergone major surgery/surgical therapy for any cause within 4 weeks prior screening
16. Patients with abnormal coagulation (PT and/or activated partial thromboplastin time (APTT) elevated by 30% above normal limits) or patients receiving anticoagulants that affect PT (prothrombin time) or APTT (activated partial thromboplastin time)
17. History of syncope or family history of idiopathic sudden death
18. History of immunocompromise, including a positive HIV test result (ELISA and Western blot)
19. Sexually active males unless they use a condom during intercourse while taking drug and for 3 months following last dose of pasireotide and should not father a child in this period. A condom is required to be used also by vasectomized men in order to prevent delivery of the drug via seminal fluid
20. Pregnant or nursing (lactating) women, where pregnancy is defined as the state of a female after conception and until the termination of gestation, confirmed by a positive urine pregnancy test
21. Women of child-bearing potential, defined as all women physiologically capable of becoming pregnant, unless they are using highly effective methods of contraception during dosing and 3 months following last dose of pasireotide. Highly effective contraception methods include:

    * Total abstinence when this is in line with the preferred and usual lifestyle of the subject. Periodic abstinence (e.g., calendar, ovulation, symptothermal, post-ovulation methods) and withdrawal are not acceptable methods of contraception
    * Female sterilization (have had surgical bilateral oophorectomy with or without hysterectomy) or tubal ligation at least six weeks before taking study treatment. In case of oophorectomy alone, only when the reproductive status of the woman has been confirmed by follow up hormone level assessment
    * Male sterilization (at least 6 months prior to screening). For female subjects on the study the vasectomized male partner should be the sole partner for that subject
    * Combination of any two of the following (a+b or a+c, or b+c):

      1. Use of oral, injected or implanted hormonal methods of contraception or other forms of hormonal contraception that have comparable efficacy (failure rate \<1%), for example hormone vaginal ring or transdermal hormone contraception.
      2. Placement of an intrauterine device (IUD) or intrauterine system (IUS)
      3. Barrier methods of contraception: Condom or Occlusive cap (diaphragm or cervical/vault caps) with spermicidal foam/gel/film/cream/vaginal suppository

         * In case of use of oral contraception women should have been stable on the same pill for a minimum of 3 months before taking study treatment.
         * Women are considered post-menopausal and not of child bearing potential if they have had 12 months of natural (spontaneous) amenorrhea with an appropriate clinical profile (e.g. age appropriate, history of vasomotor symptoms) or have had surgical bilateral oophorectomy (with or without hysterectomy) or tubal ligation at least six weeks ago. In the case of oophorectomy alone, only when the reproductive status of the woman has been confirmed by follow up hormone level assessment is she considered not of child bearing potential.",False,ALL,,18 Years,80 Years,"['ADULT', 'OLDER_ADULT']",,
NCT04965727,Deep Brain Stimulation of the Lateral Hypothalamus to Augment Motor Function of Patients With Spinal Cord Injury,"Inclusion Criteria:

* SCI graded as American Spinal Injury Association Impairment Scale (AIS) C or D (able to walk independently for a few meters with a walker)
* Focal spinal cord disorder caused by trauma
* Minimum 12 months post-injury
* Stable medical, physical and psychological condition as considered by Investigators
* Able to understand and interact with the study team in French or English
* Adequate care-giver support and access to appropriate medical care in patient's home community
* Must agree to comply in good faith with all conditions of the study and to attend all required study training and visit
* Must provide and sign Informed Consent prior to any study related procedures

Exclusion Criteria:

* Limitation of walking function based on accompanying (CNS) disorders (i.e., systemic malignant disorders, cardiovascular disorders restricting physical training, peripheral nerve disorders)
* History of significant autonomic dysreflexia
* Cognitive/brain damage
* Epilepsy
* Use of an intrathecal baclofen pump
* Any active implanted cardiac device such as pacemaker or defibrillator
* Any indication that would require diathermy
* Increased risk for defibrillation
* Severe joint contractures disabling or restricting lower limb movements
* Hematological disorders with increased risk for surgical interventions
* Congenital or acquired lower limb abnormalities (affection of joints and bone)
* Women who are pregnant (pregnancy test obligatory for woman of childbearing potential) or breastfeeding
* Lack of safe contraception for women of childbearing capacity
* Spinal cord lesion due to either a neurodegenerative disease or a tumor
* Gastrointestinal ulcers in the last five years
* Known or suspected eye disorders or diseases
* Other clinically significant concomitant disease states (e.g., renal failure, hepatic dysfunction, cardiovascular disease, etc.)
* Any other anatomic or co-morbid conditions that, in the Investigator's opinion, could limit the patient's ability to participate in the study or to comply with follow-up requirements, or impact the scientific soundness of the study results
* Inability to follow the procedures of the study, e.g. due to language problems, psychological disorders, dementia, etc. of the participant
* Participation in another study with investigational drug within the 30 days preceding and during the present study
* Enrolment of the investigator, his/her family members, employees and other dependent persons
* Participation in another locomotor training study
* Refusal to be informed of any finding during the study",False,ALL,,18 Years,65 Years,"['ADULT', 'OLDER_ADULT']",,
NCT05671627,Cortisol Circadian Rhythm in Patients With RA,"Inclusion Criteria:

RA adult patients (fulfilling the 2010 ACR/EULAR classification criteria) who are:

1. Newly -diagnosed and are going to start treatment, or
2. require escalation of drug treatment due to active disease (addition of biologic or cDMARD or change of biologic with or without corticosteroids) providing that are off corticosteroid treatment for at least 6 months.

Exclusion Criteria:

* chronic kidney disease stage 3b and above,
* antineoplastic treatment,
* TSH\>10 IU/lt,
* Cushing syndrome
* hypo-/hyper-parathyroidism
* estrogen replacement therapy
* insulin treatment or HBA1c\>7.5 %,
* BMI\>35
* pregnancy",True,ALL,,20 Years,80 Years,"['ADULT', 'OLDER_ADULT']",All consecutive adult patients fulfilling the 2010 ACR/EULAR classification criteria that visit the Outpatient clinic for Rheumatology and autoimmune diseases.,NON_PROBABILITY_SAMPLE
NCT00476489,Does Topical Steroid Treatment Impair the Adrenal Function?,"Inclusion Criteria:

* patients receiving daily topical steroids for at least two weeks on 10% or more of body surface.

Exclusion Criteria:

* patients treated with any form of corticosteroids except topical steroids.
* patients with known pituitary disease
* pregnant patients",False,ALL,,18 Years,75 Years,"['ADULT', 'OLDER_ADULT']",,
NCT02288962,Dopamine Agonist Treatment of Non-functioning Pituitary Adenomas,"Inclusion Criteria:

* A previously untreated non-functioning pituitary macroadenoma (largest diameter ≥ 10 mm) with either demonstrated growth on repeated MRI scans or ≤ 2 mm distance to chiasma opticum, or:
* a residual non-functioning pituitary adenoma after surgery (largest diameter ≥ 5 mm) that is either extrasellar and/or with documented growth after surgical treatment of a non-functioning pituitary macroadenoma

Exclusion Criteria:

* Clear indication for surgery at the time of inclusion
* Previous radiation therapy
* Pituitary surgery the last 6 months
* Previous apoplexy/bleeding in the adenoma
* Pregnancy or lactation
* Contraindications for cabergoline treatment (Known cardiac valvular disease, known pulmonal, pericardial or retroperitoneal fibrosis, clinical significant liver insufficiency, use of medications that interact with cabergoline
* unfit to participate due to any other reason",False,ALL,,18 Years,75 Years,"['ADULT', 'OLDER_ADULT']",,
NCT05364944,"A Study to Assess the Pharmacokinetics, Pharmacodynamics, Safety, and Tolerability of Debio 4126 in Participants With Acromegaly or Functioning Gastroenteropancreatic Neuroendocrine Tumors (GEP-NETs)","Main Inclusion Criteria:

For Participants with Acromegaly:

* Treatment with octreotide LAR (≤30 mg dose once in 4 weeks \[Q4W\] IM) or lanreotide ATG (≤120 mg Q4W or 120 mg once in 6 weeks \[Q6W\] to once in 8 weeks \[Q8W\] as deep SC injection) for at least 6 months overall, and for at least 2 months at a stable dose as monotherapy for acromegaly treatment prior to entering Run-in (Day -28). Octreotide doses of 10, 20, and 30 mg are considered similar to lanreotide doses of 60, 90, and 120 mg. Thus, a switch between similar doses of the two products will be considered as the patient remaining on a stable dose, unless due to efficacy or safety
* Diagnosis of acromegaly by historical evidence of (persistent or recurrent) acromegaly will be carried out
* IGF-1 ≤1.3 x upper limit of normal (ULN) assessed centrally at screening

For Participants with GEP-NETs:

* Treatment with octreotide LAR (≤ 30 mg dose Q4W IM) or lanreotide ATG (≤ 120 mg Q4W or 120 mg Q6W to Q8W as deep SC injection) for at least 6 months overall, and for at least 2 months at a stable dose as monotherapy for study disease treatment prior to entering Run-in (Day -28). Octreotide doses of 10, 20, and 30 mg are considered similar to lanreotide doses of 60, 90, and 120 mg. Thus, a switch between similar doses of the two products will be considered as the participant remaining on a stable dose, unless due to efficacy or safety
* Participants with functioning, well-differentiated (Grade 1 or Grade 2) GEP-NET with symptoms of carcinoid syndrome which are controlled by Sandostatin LAR, Somatuline ATG, or equivalent medications; sporadic use of rescue medication for symptom control, e.g., bowel movements and/or flushing, is allowed

Main Exclusion Criteria:

For Participants with Acromegaly and GEP-NETs:

* Known ongoing gallbladder or bile duct disease or acute or chronic pancreatitis
* Hypothyroidism not adequately treated with thyroid hormone replacement therapy
* Diabetic participants whose blood glucose is poorly controlled despite adequate therapy, as evidenced by glycated hemoglobin (HbA1c) \>8.0% at screening
* Cardiology:

  1. Known left ventricular ejection fraction \<50%, left ventricular hypertrophy, ventricular arrhythmias, bradycardia (heart rate \<50 beats per minute \[bpm\]), cardiomyopathy
  2. New York Heart Association Class ≥3 heart failure
  3. Congenital long QT syndrome or
  4. Known family history of long QT syndrome or sudden cardiac death before the age of 50
  5. Symptomatic Pulmonary embolism
  6. QT interval corrected for heart rate according to Fridericia's formula (QTcF) at screening \>450 milliseconds (msec) for males and \>470 msec for females, based on the average of a triplicate ECG

For Participants with Acromegaly:

* Participants who received pituitary irradiation \<2 years prior to enrollment as stereotactic radiotherapy or \<3 years prior to enrollment for conventional radiotherapy
* Participants who received medical treatment with pasireotide (within 6 months prior to screening), pegvisomant (within 3 months prior to screening), dopamine agonists (within 3 months prior to screening)
* Participants who have undergone pituitary surgery within 6 months prior to screening

For Participants with GEP-NETs:

* Participants with short-bowel syndrome
* Participants with poorly differentiated neuroendocrine carcinoma and/or high-grade neuroendocrine carcinoma
* Participants who have received any previous therapy with interferons, targeted therapies (e.g., everolimus, sunitinib, bevacizumab), chemotherapy or other anti-neoplastic systemic therapies administered for more than 1 month and within 12 weeks prior to the start of the Run-in period
* Participants having history of hepatic embolization, hepatic arterial chemoembolization, and/or selective internal radiation (SIR) therapy within less than 6 months prior to screening
* Participants who have received Peptide receptor radionuclide therapy (PRRT) therapy during the last 12 months prior to screening

\[Note: Other inclusion/exclusion criteria mentioned in the protocol may apply.\]",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",,
NCT04782596,Transnasal Endoscopic Pituitary Surgery - the Effect of Posterior Nasal Septum Resection on Nasal Functions,"Inclusion Criteria:

* age over 18 years
* patients with functional pituitary adenoma indicating endoscopic transnasal extirpation of the pituitary adenoma

Exclusion Criteria:

* patients after surgery of the nasal cavity or base of the skull
* patients with nasal disease and PND
* patients with olfactory disorders before surgery
* patients with nasal septal deviation",False,ALL,,18 Years,80 Years,"['ADULT', 'OLDER_ADULT']",,
NCT00970463,Cardiac Function and Morphology Evaluated by Magnetic Resonance Imaging in Growth Hormone Deficiency and Acromegaly,"Inclusion Criteria:

* Peak GH below 6.0 ng/mL during Pyridostigmine-GHRH test.
* Nadir GH above 0.4 ng/mL and elevated levels of IGF-I during oral glucose tolerance test

Exclusion Criteria:

* Contraindications for magnetic resonance scan",False,ALL,,18 Years,70 Years,"['ADULT', 'OLDER_ADULT']","Patients with GHD based on an insufficient stimulation of GH-secretion during Pyridostigmin-GHRH test.

Patients with acromegaly based on an insufficient supression of GH-secretion during oral glucose tolerance test",NON_PROBABILITY_SAMPLE
NCT04018963,The Impact of Endoscopic Pituitary Surgery on Nasal Function,"Inclusion Criteria:

1. Enhanced MRI shows a pituitary tumor
2. Endoscopic surgery is required according to the pituitary tumor treatment guidelines.
3. Karnofsky performance status ≥ 70.
4. The patient has signed the informed consent.

Exclusion Criteria:

1. Patients who have undergone previous transsphenoidal surgery or other nasal surgery.
2. Patients who had a history of nasal tumors.
3. Patients who had a history of severe head or face trauma.
4. Patients with congenital sinus malformation.
5. Pregnant or lactating women.
6. Patients with serious systemic diseases without control.
7. Patients with poor compliance, who cannot implement the program strictly.",False,ALL,,18 Years,65 Years,"['ADULT', 'OLDER_ADULT']",Patients treated with endoscopic surgery,NON_PROBABILITY_SAMPLE
NCT02709863,"Comparison of The Effects of Sevoflurane, Desflurane and Total Intravenous Anaesthesia on Pulmonary Function Tests","Inclusion Criteria:

* American Society of Anesthesiologists (ASA) score I-II patients

Exclusion Criteria:

* Significant cardiopulmonary disease,
* Diagnosed obstructive or restrictive pulmonary disease,
* Patients with chest wall deformities, liver or kidney failure,
* Postoperative lack of cooperation",True,ALL,,18 Years,70 Years,"['ADULT', 'OLDER_ADULT']",,
NCT05687474,Baby Detect : Genomic Newborn Screening,"Inclusion Criteria:

* newborn between birth and 28 days of life
* consent of parent

Exclusion Criteria:

* + 28 days
* Non consent of parent",True,ALL,,,28 Days,['CHILD'],Newborns whose mothers and/or the second-parents meet the inclusion criteria and have provided their consent to take part in the study,NON_PROBABILITY_SAMPLE
NCT00493389,Cortisol Response to Adrenocorticotrophin (ACTH) in Acute Stress,"Inclusion Criteria:

* Males and females aged 40 to 80 years, who are booked for elective open repair of abdominal aortic aneurysm at The Ottawa Hospital Civic campus

Exclusion Criteria:

* Inability to provide informed consent
* Pre-operative signs and symptoms of hypofunction of the HPA axis
* Pre-operative AST results that indicate HPA failure, necessitating perioperative hydrocortisone coverage (Cortisol level post-ACTH \< 500 nmol/L)
* Presence of multiple co-morbidities such as poorly controlled diabetes, dialysis-dependant renal failure, hepatic failure
* Presence of hypoalbuminaemia \< 35 g/L
* Untreated endocrine disorders such as hypothyroidism, hypopituitarism, hypogonadism detected by pre-operative measurement of TSH, FT4, LH, FSH and free testosterone. Such patients will receive any appropriate treatment prior to surgery. Once treated, participation in the study will be offered again and results analysed separately
* Being on drugs (a) that affect cortisol synthesis (eg. Ketoconazole, etomidate) or protein binding (eg. Estrogens), (b) any form of glucocorticoid which would inhibit CRH and ACTH secretion.
* Use of herbal or anabolic supplements",False,ALL,,40 Years,80 Years,"['ADULT', 'OLDER_ADULT']",,
NCT00452868,Donepezil in Treating Young Patients With Primary Brain Tumors Previously Treated With Radiation Therapy to the Brain,"Inclusion Criteria:

* Prior diagnosis of primary brain tumor
* No type 2 neurofibromatosis
* Underwent fractionated radiotherapy (≥ 23.4 Gy) with or without surgery or chemotherapy for the brain tumor at least 1 year ago
* Karnofsky or Lansky performance status 70-100%
* Fertile patients willing to use effective contraception
* Baseline IQ ≥ 70 on Peabody Picture Vocabulary Test-3
* Stable weight within the past 6 months with no concern of weight loss
* Vision aids and hearing aids must be used for all neuropsychologic/neurocognitive tests, If indicated
* Able to speak English
* More than 6 weeks since prior donepezil hydrochloride, EGb761, methylphenidate hydrochloride, other stimulants, or any other cognitive function-enhancing drug

Exclusion Criteria:

* Stereotactic radiosurgery as sole treatment
* Evidence of disease progression by MRI
* Pregnant or nursing
* Attention-deficit/hyperactivity disorder before cancer diagnosis
* Uncontrolled seizures or uncontrolled endocrinopathies
* Uncontrolled comorbidities
* Steroid dose greater than physiologic replacement (18-30 mg/m² hydrocortisone or equivalent)
* Use of concurrent anticholinergic drugs",False,ALL,,8 Years,17 Years,['CHILD'],,
NCT05228067,Enhancing Brain Health by tDCS in Persons With Overweight and Obesity,"Inclusion Criteria:

* Written consent to participate in the study
* Written consent to be informed about incidental findings

Overweight and obese participants:

* Body mass index (BMI) between 28 and 39.5 kg/m2
* Age between 20 to 65 years of age
* Waist circumference \> 80 cm for women, \> 94 cm for men

Sex and age matched normal weight individuals:

* Body mass index (BMI) between 19.5 and 24.5 kg/m2
* Age between 20 to 65 years of age

Exclusion Criteria:

* Insufficient knowledge of the German language
* Persons who cannot legally give consent
* Pregnancy or lactation
* History of severe mental or somatic disorders including neurological diseases (incl. Epileptic seizures)
* Taking psychotropic drugs
* Previous bariatric surgery
* Acute infection within the last 4 weeks
* Hemoglobin values less than 12g/dl for women, less than 14 g/dl for men
* Current participation in a lifestyle intervention study or a pharmaceutical study
* Contradictions to a MRI measurement (e.g. metal implants)",True,ALL,,20 Years,65 Years,"['ADULT', 'OLDER_ADULT']",,
NCT06036004,Oxytocin Substitution Therapy in Patients With Central Diabetes Insipidus,"Inclusion Criteria:

* Adult patients with a confirmed diagnosis of central diabetes insipidus based on accepted criteria
* Heightened anxiety levels (STAI - Trait subscale ≥ 39 score points) or alexithymia levels (impaired ability to identify and describe feelings; TAS-20 total ≥ 52 score points)
* Stable hormone replacement therapy for at least three months with desmopressin and, in case of additional anterior pituitary deficiencies, with the respective substitution therapies.

Exclusion Criteria:

* Participation in a trial with investigational drugs within 30 days
* Active substance use disorder within the last six months
* Consumption of alcoholic beverages \>15 drinks/week
* Current or previous psychotic disorder (e.g., schizophrenia spectrum disorder)
* Pregnancy and breastfeeding within the last eight weeks
* Unwilling to use a medically acceptable form of contraception throughout the study period (female of childbearing potential only)
* Prolonged QTc-time \>470 ms assessed with a 12-lead electrocardiogram.
* Regular use (\> 3 times per week) of sympathomimetic drugs (e.g., bronchodilators)",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",,
NCT04865744,The Effect of Semaglutide on Pituitary Function,"Inclusion Criteria:

* Age 18-50 years
* The body weight \>65 kg

Exclusion Criteria:

* presence of chronic illness
* the daily use of medications
* pregnancy
* lactation.",True,ALL,,18 Years,50 Years,['ADULT'],,
NCT02603549,Pituitary Function and Spontaneous Intracranial Hypotension,"Inclusion Criteria:

* Male or female patients
* Age 18 years and older
* Diagnosis of SIH:
* LP
* Brain MRI (SEEPS)

Exclusion Criteria:

* Pregnant and post-partum females
* Nursing mothers
* Patients with potential hyperprolactinemia due to:
* Hypothyroidism,
* Chronic renal disorder
* Liver disease (including cirrhosis)
* Primary or secondary amenorrhea
* Polycystic Ovary Syndrome
* Seizure disorder
* Illicit drug use",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",Patients with Spontaneous intracranial hypotension (SIH),NON_PROBABILITY_SAMPLE
NCT00116818,A Study of GW685698X for the Treatment Of Perennial Allergic Rhinitis in Adolescents and Adults,"Inclusion criteria:

* Diagnosis and history of perennial allergic rhinitis.
* Must be willing to stay overnight in the clinic at the beginning and end of the study for the collection of urine and blood samples over 24 hours.
* Must comply with all study procedures and be literate.

Exclusion criteria:

* Use of tobacco products.
* Work a rotating shift.
* Significant concurrent medical conditions.
* Certain medications such as corticosteroids and allergy medications.",False,ALL,,12 Years,65 Years,"['CHILD', 'ADULT', 'OLDER_ADULT']",,
NCT03812913,Neuropsychological Assessment of Children and Adolescents With Turner Syndrome,"INCLUSION CRITERIA

Turner syndrome group :

* girls with diagnosed Turner syndrome.

Isolated GHD group :

* girls with diagnosed isolated growth hormone deficiency

All participants :

* age between 7 years to 16 years and 11 months.
* informed consent signed by the participant and her parents (or her legal representatives)
* being registered in the national social security system

EXCLUSION CRITERIA :

Turner syndrome group :

* patients with chronic pathology other than Turner syndrome.
* karyotype : part of a Y chromosome and r(X) cases.
* medical treatment other than those usually prescribed in patients with Turner syndrome.

Isolated GHD group :

* patients with chronic pathology other than isolated growth hormone deficiency.
* medical treatment other than those usually prescribed in patients with isolated growth hormone deficiency.

All participants :

* diagnosed intellectual disability (IQ\<70) or intellectual giftedness
* history of acquired brain injury
* sensory disturbances (auditory or visual) incompatible with the achievement of neuropsychological tasks.
* insufficient French language proficiency",False,FEMALE,,7 Years,16 Years,['CHILD'],"* 35 patients with Turner syndrome
* 35 patients with isolated growth hormone deficiency",NON_PROBABILITY_SAMPLE
NCT01203618,"Exploratory Study of Farletuzumab to Treat Resectable, Non-functioning Pituitary Adenomas","Inclusion Criteria:

* Males and females \>18 years old
* Diagnosis of non-functional pituitary adenoma
* Able and willing to undergo surgical resection of the pituitary tumor
* Significant medical conditions must be well-controlled and stable for at least 30 days prior to signing the informed consent form

Exclusion Criteria:

* Presence of clinically significant pituitary apoplexy
* Presence of hormone-secreting adenomas
* Presence of compressive optic neuropathy due to pituitary tumor
* No prior surgical, medical, or radiation therapy in the last 6 months",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",,
NCT03708523,Next Day Growth Hormone Predicting Pituitary Function After Adenomectomy,"Inclusion:

Patients who had been treated with TSA were enrolled.

Exclusion:

1. Hypopituitarism preoperatively.
2. Acromegaly
3. Multiple operations
4. Incomplete hormone data or loss of follow-up",False,ALL,,20 Years,,"['ADULT', 'OLDER_ADULT']",Patients who had been treated with TSA were enrolled.,NON_PROBABILITY_SAMPLE
NCT05964712,Effects of Therapies in the Acromegaly Disease: Acral Morpho-functional Study,"Inclusion Criteria:

* De novo patients with acromegaly (group # 1), diagnosed according to Endocrine Society guidelines,
* Age equal to18 years or older
* Acromegalic patients with different disease status (group #2)
* Age equal to18 years or older

Exclusion Criteria:

* Cardiorespiratory, neurological or musculoskeletal disorder
* Previous orthopaedic surgery
* Previous lower limbs traumatic injuries",False,ALL,,18 Years,90 Years,"['ADULT', 'OLDER_ADULT']","Group #1: De novo patients with acromegaly, diagnosed according to Endocrine Society guidelines, aged equal or above 18 years old;

Group #2: Acromegalic patients with different disease status (active disease despite ongoing therapies, controlled disease under medical therapy, and disease remission), aged equal or above 18 years old",NON_PROBABILITY_SAMPLE
